Owner,Address,PrimeType,SecondType,GarOrLot,RegCap,ValetCap,MCCap,LANDUSETYP,Location 1
Private,70 Capp St,CPO, ,L,61,0,0,retail,"(37.765686, -122.418723)"
Private,795 Eddy St,CPO, ,L,25,0,0,retail,"(37.78267, -122.420369)"
Private,1199 Potrero Ave,CPO, ,L,24,0,0,retail,"(37.753117, -122.405563)"
Private,2145 Market St,CPO, ,G,30,0,0,retail,"(37.766552, -122.429423)"
Private,104 Vicente Ave,CPO, ,G,15,0,0,service,"(37.740035, -122.467217)"
Private,153 West Portal Ave,CPO, ,L,15,0,0,service,"(37.738973, -122.467226)"
Private,1740 Divisadero St,CPO, ,L,6,0,0,service,"(37.785635, -122.439459)"
Private,3027 16th St,CPO, ,L,10,0,0,service,"(37.764764, -122.420011)"
Private,3670 Geary Blvd,CPO, ,L,21,0,0,service,"(37.781508, -122.458328)"
Private,800 Ulloa St,CPO, ,L,5,0,0,automotive,"(37.740803, -122.464949)"
Private,2601 Mason St,CPO, ,L,38,0,0,hotel,"(37.807496, -122.414061)"
Private,200 Jennings St,CPO, ,L,42,0,0,office,"(37.739138, -122.377881)"
Private,3315 18th St,CPO, ,L,23,0,0,restaurant,"(37.761691, -122.417345)"
Private,1765 California St,CPO, ,G,90,0,0,grocery,"(37.789988, -122.423123)"
Private,450 Rhode Island St,CPO, ,G,155,0,0,grocery,"(37.764069, -122.402571)"
Private,2715 Geary Blvd,CPO, ,L,17,0,0,automotive,"(37.781992, -122.44805)"
Private,1791 Ocean Ave,CPO, ,L,15,0,0,automotive,"(37.724642, -122.460938)"
Private,1220 06th St,CPO, ,L,14,0,0,restaurant,"(37.765624, -122.462757)"
Private,354 18th Ave,CPO, ,L,11,0,0,entertainment,"(37.781284, -122.476853)"
Private,1555 Yosemite,CPO, ,L,81,0,0,office,"(37.726148, -122.390771)"
Private,3489 Mission St,CPO, ,L,9,0,0,restaurant,"(37.741053, -122.422311)"
Private,2511 California St,CPO, ,L,9,0,0,service,"(37.788407, -122.435553)"
Private,540 Ellis St,CPO, ,L,15,0,0,hotel,"(37.784726, -122.41496)"
Private,100 Buchanan St,CPO, ,L,80,0,0, ,"(37.771535, -122.42642)"
Private,281 Noe St,CPO, ,G,39,0,0, ,"(37.764887, -122.432749)"
Private,50 Trumbull St,CPO, ,L,40,0,0,grocery,"(37.730522, -122.428742)"
Private,100 Valencia St,CPO, ,L,6,0,0, ,"(37.771303, -122.422517)"
Private,1479 Illinois St,CPO, ,L,25,0,0, ,"(37.753291, -122.386322)"
Private,1490 Illinois St,CPO, ,L,20,0,0, ,"(37.753134, -122.386989)"
Private,2955 03rd St,CPO, ,L,30,0,0, ,"(37.752073, -122.387162)"
Private,898 Pennsylvania St,CPO, ,L,50,0,0, ,"(37.755154, -122.393259)"
Private,902 Pennsylvania St,CPO, ,L,40,0,0, ,"(37.754777, -122.393234)"
Private,501 23rd St,CPO, ,L,55,0,0, ,"(37.755309, -122.383242)"
Private,2201 Market St,CPO, ,L,8,0,0,retail,"(37.765395, -122.430998)"
Private,431 South Van Ness,CPO, ,L,15,0,0, ,"(37.766137, -122.417067)"
Private,392 South Van Ness Ave,CPO, ,L,12,0,0, ,"(37.766933, -122.417745)"
Private,750 South Van Ness Ave,CPO, ,L,10,0,0, ,"(37.761116, -122.416623)"
Private,451 Capp St,CPO, ,L,46,0,0, ,"(37.759525, -122.417155)"
Private,890 South Van Ness Ave,CPO, ,L,12,0,0, ,"(37.758863, -122.416937)"
Private,462 Florida St,CPO, ,L,20,0,0, ,"(37.763308, -122.411715)"
Private,2480 16th St,CPO, ,L,12,0,0, ,"(37.765714, -122.410964)"
Private,2428 16th St,CPO, ,L,18,0,0, ,"(37.765365, -122.410673)"
Private,986 South Van Ness Ave,CPO, ,L,8,0,0, ,"(37.757395, -122.416812)"
Private,966 South Van Ness Ave,CPO, ,L,28,0,0, ,"(37.758041, -122.416868)"
Private,50 14th St,CPO, ,L,13,0,0, ,"(37.768699, -122.41456)"
Private,180 14th St,CPO, ,L,20,0,0,retail,"(37.768543, -122.417383)"
Private,214 14th St,CPO, ,L,22,0,0,retail,"(37.768529, -122.417927)"
Private,215 14th St,CPO, ,L,24,0,0,retail,"(37.768172, -122.417866)"
Private,1811 Noriega Ave,CPO, ,L,27,0,0,service,"(37.753974, -122.476687)"
Private,1799 19th Ave,CPO, ,L,10,0,0,automotive,"(37.754392, -122.476623)"
SFPL,Scott St,CPO, ,L,20,0,0,retail,"(37.784331, -122.437409)"
Private,2140 Geary Blvd,CPO, ,L,30,0,0,office,"(37.783849, -122.438333)"
medical,Geary,CPO, ,L,20,0,0, ,"(37.783156, -122.442183)"
Private,Masonic,CPO, ,L,20,0,0,restaurant,"(37.782777, -122.447215)"
Private,2700 Geary,CPO, ,L,20,0,0,office,"(37.782818, -122.448166)"
Private,Lorraine Ct,CPO, ,L,42,0,0,religious,"(37.780454, -122.457133)"
Private,Stanyan St,CPO, ,L,18,0,0,retail,"(37.780696, -122.456292)"
Private,04th Ave,CPO, ,L,24,0,0,retail,"(37.780531, -122.461635)"
Private,Geary Blvd,CPO, ,L,10,0,0,automotive,"(37.780543, -122.467591)"
Private,10th Ave,CPO, ,L,20,0,0,religious,"(37.780288, -122.467985)"
Private,29 Rockaway Ave,CPO, ,L,30,0,0,religious,"(37.743506, -122.455367)"
GGNRA,99 Battery Chamberlin,FPA, ,L,100,0,0, ,"(37.792183, -122.483682)"
GGNRA,99 Gibson Rd,FPA, ,L,55,0,0, ,"(37.790062, -122.483796)"
DPW,701 Great Hwy,FPA, ,L,157,0,0, ,"(37.774667, -122.511729)"
RPD,98 Seargeant John Young St,FPA, ,L,64,0,0, ,"(37.725159, -122.444994)"
RPD,99 Havelock St,FPA, ,L,12,0,0, ,"(37.72649, -122.443216)"
Presidio,99 p-Lincoln Blvd,FPA, ,L,49,0,0, ,"(37.803197, -122.476696)"
State of CA,171 Hunters Point Expy,FPA, ,L,176,0,0, ,"(37.711055, -122.381151)"
State of CA,195 Hunters Point Expy,FPA, ,L,63,0,0, ,"(37.709499, -122.381434)"
GGNRA,340 Sea Cliff Ave,FPA, ,L,31,0,0, ,"(37.787251, -122.490992)"
Presidio,99 Zanowitz St,FPA, ,L,280,0,0, ,"(37.805732, -122.451675)"
GGNRA,50 Merrie Way,FPA, ,L,100,0,0, ,"(37.780024, -122.511658)"
RPD,1 Telegraph Hill Blvd,FPA, ,L,30,0,0, ,"(37.802799, -122.405801)"
Presidio,215 Gorgas Ave,FPA, ,L,96,0,0, ,"(37.803123, -122.452865)"
RPD,1641 Geneva Ave,FPA, ,L,110,0,0, ,"(37.711994, -122.427879)"
RPD,725 Moscow St,FPA, ,L,88,0,0, ,"(37.715979, -122.431087)"
Presidio,848 P-Mason St,FPA, ,L,26,0,0, ,"(37.803066, -122.465356)"
RPD,2500 17th St,FPA, ,L,42,0,0, ,"(37.76485, -122.408397)"
GGNRA,656 Skyline Blvd,FPA, ,L,42,0,0, ,"(37.715938, -122.499032)"
GGNRA,Fort Funston Rd,FPA, ,L,290,0,0, ,"(37.713229, -122.49992)"
RPD,50 Marina Blvd,FPA, ,L,97,0,0, ,"(37.805264, -122.432798)"
RPD,1000 Great Hwy,FPA, ,L,82,0,0, ,"(37.769001, -122.51013)"
RPD,1999 John F Kennedy Dr,FPA, ,L,70,0,0, ,"(37.767795, -122.507305)"
RPD,1820 Martin Luther King Jr Dr,FPA, ,L,22,0,0, ,"(37.765691, -122.50073)"
RPD,110 Stow Lake Dr,FPA, ,L,25,0,0, ,"(37.770482, -122.477059)"
RPD,200 Bowling Green Dr,FPA, ,L,45,0,0, ,"(37.768485, -122.458924)"
RPD,1740 Martin Luther King Jr Dr,FPA, ,L,35,0,0, ,"(37.76578, -122.499405)"
RPD,6335 Fulton St,FPA, ,L,30,0,0, ,"(37.77129, -122.498884)"
RPD,1232 John F Kennedy Dr,FPA, ,L,48,0,0, ,"(37.770067, -122.48703)"
RPD,990 47th Ave,FPA, ,L,46,0,0, ,"(37.769463, -122.507666)"
RPD,98 Metson Rd,FPA, ,L,60,0,0, ,"(37.766522, -122.495478)"
RPD,6163 Fulton St,FPA, ,L,31,0,0, ,"(37.771733, -122.496736)"
RPD,1730 Sunnydale Ave,FPA, ,L,55,0,0, ,"(37.712306, -122.416653)"
RPD,1145 Lake Merced Blvd,FPA, ,L,38,0,0, ,"(37.7131, -122.485421)"
RPD,318 John Muir Dr,FPA, ,L,170,0,0, ,"(37.711918, -122.488671)"
RPD,500 John Muir Dr,FPA, ,L,26,0,0, ,"(37.715458, -122.492842)"
Presidio,130 P-Arguello Blvd,FPA, ,L,22,0,0, ,"(37.791964, -122.458383)"
RPD,1298 El Camino Del Mar,FPA, ,L,54,0,0, ,"(37.785371, -122.499242)"
RPD,3750 Clement St,FPA, ,L,110,0,0, ,"(37.781708, -122.49489)"
RPD,1350 El Camino Del Mar,FPA, ,L,227,0,0, ,"(37.785116, -122.501319)"
RPD,370 Marina Blvd,FPA, ,L,468,0,0, ,"(37.806401, -122.439032)"
RPD,150 Marina Blvd,FPA, ,L,204,0,0, ,"(37.805768, -122.434358)"
RPD,75 John F Shelley Dr,FPA, ,L,85,0,0, ,"(37.721799, -122.418069)"
RPD,55 John F Shelley Dr,FPA, ,L,4,0,0, ,"(37.722905, -122.42152)"
RPD,1720 Sunnydale Ave,FPA, ,L,10,0,0, ,"(37.712299, -122.416622)"
DPW,1075 Great Hwy,FPA, ,L,406,0,0, ,"(37.767401, -122.511022)"
RPD,2199 Jefferson St,FPA, ,L,116,0,0, ,"(37.803842, -122.44784)"
Presidio,51 Palace of Fine Arts,FPA, ,L,276,0,0, ,"(37.803436, -122.449799)"
Presidio,104 P-Montgomery St,FPA, ,L,843,0,0, ,"(37.801249, -122.457428)"
GGNRA,2400 El Camino del Mar,FPA, ,L,150,0,0, ,"(37.782262, -122.509126)"
Presidio,11 Ralston Ave,FPA, ,L,31,0,0, ,"(37.80397, -122.475156)"
Presidio,1155 Gorgas Ave,FPA, ,L,98,0,0, ,"(37.802473, -122.451639)"
Presidio,173 Pena St,FPA, ,L,292,0,0, ,"(37.798135, -122.458082)"
Presidio,1820 Wedemeyer St,FPA, ,L,16,0,0, ,"(37.787369, -122.47364)"
Presidio,1825 Wedemeyer St,FPA, ,L,16,0,0, ,"(37.787641, -122.473168)"
Presidio,1843 Wedemeyer St,FPA, ,L,196,0,0, ,"(37.787447, -122.474618)"
Presidio,298 Gorgas Ave,FPA, ,L,44,0,0, ,"(37.803745, -122.453235)"
Presidio,51 P-Ord St,FPA, ,L,130,0,0, ,"(37.800293, -122.460526)"
Presidio,974 P-Lincoln Blvd,FPA, ,L,70,0,0, ,"(37.807104, -122.471947)"
Presidio,2 Howard Rd,FPA, ,L,130,0,0, ,"(37.788298, -122.481104)"
Private,197 Museum Way,FPA, ,L,73,0,0, ,"(37.764238, -122.438898)"
Private,2446 17th St,FPA, ,L,40,0,0, ,"(37.765017, -122.407807)"
DPW,2801 Great Hwy,FPA, ,L,85,0,0, ,"(37.734315, -122.507)"
Presidio,746 Morton St,FPA, ,L,25,0,0, ,"(37.795589, -122.453199)"
Presidio,874 P-Mason St,FPA, ,L,31,0,0, ,"(37.80337, -122.467071)"
RPD,751 Point Lobos Ave,FPA, ,L,50,0,0, ,"(37.778819, -122.511976)"
Private,50 Christmas Tree Point Rd,FPA, ,L,53,0,0, ,"(37.755034, -122.446597)"
RPD,3100 Quintara,FPA, ,L,37,0,0, ,"(37.747804, -122.498516)"
RPD,41 Yacht Rd,FPA, ,L,147,0,0, ,"(37.806726, -122.447235)"
Presidio, ,FPA, ,L,80,0,0, ,"(37.789327, -122.461089)"
Presidio,p-Hamilton St,FPA, ,L,150,0,0, ,"(37.807006, -122.469893)"
Presidio,Marine Dr,FPA, ,L,65,0,0, ,"(37.809304, -122.475508)"
Private,375 Berry St,PPA, ,L,210,0,0, ,"(37.772971, -122.397162)"
Private,560 Geary St,PPA, , ,25,0,0, ,"(37.786881, -122.412629)"
