"Año","Comunidad autónoma","Provincia","Origen de la denuncia","Número de denuncias por violencia de género"
"Año 2009","Ceuta","Ceuta","Parte de lesiones","37.0"
"Año 2009","Ceuta","Ceuta","Servicios asistencia-Terceros  en general","0.0"
"Año 2009","Melilla","Melilla","Presentada directamente por victima","6.0"
"Año 2009","Melilla","Melilla","Presentada directamente por familiares","0.0"
"Año 2009","Melilla","Melilla","Atestados policiales - con denuncia victima","242.0"
"Año 2009","Melilla","Melilla","Atestados policiales - con denuncia familiar","6.0"
"Año 2009","Melilla","Melilla","Atestados policiales - por intervención directa policial","35.0"
"Año 2009","Melilla","Melilla","Parte de lesiones","67.0"
"Año 2009","Melilla","Melilla","Servicios asistencia-Terceros  en general","5.0"
"Año 2010","Andalucía","Almería","Presentada directamente por victima","50.0"
"Año 2010","Andalucía","Almería","Presentada directamente por familiares","1.0"
"Año 2010","Andalucía","Almería","Atestados policiales - con denuncia victima","1889.0"
"Año 2010","Andalucía","Almería","Atestados policiales - con denuncia familiar","40.0"
"Año 2010","Andalucía","Almería","Atestados policiales - por intervención directa policial","296.0"
"Año 2010","Andalucía","Almería","Parte de lesiones","448.0"
"Año 2010","Andalucía","Almería","Servicios asistencia-Terceros  en general","28.0"
"Año 2010","Andalucía","Cádiz","Presentada directamente por victima","361.0"
"Año 2010","Andalucía","Cádiz","Presentada directamente por familiares","12.0"
"Año 2010","Andalucía","Cádiz","Atestados policiales - con denuncia victima","2689.0"
"Año 2010","Andalucía","Cádiz","Atestados policiales - con denuncia familiar","74.0"
"Año 2010","Andalucía","Cádiz","Atestados policiales - por intervención directa policial","312.0"
"Año 2010","Andalucía","Cádiz","Parte de lesiones","335.0"
"Año 2010","Andalucía","Cádiz","Servicios asistencia-Terceros  en general","20.0"
"Año 2010","Andalucía","Córdoba","Presentada directamente por victima","128.0"
"Año 2010","Andalucía","Córdoba","Presentada directamente por familiares","0.0"
"Año 2010","Andalucía","Córdoba","Atestados policiales - con denuncia victima","767.0"
"Año 2010","Andalucía","Córdoba","Atestados policiales - con denuncia familiar","4.0"
"Año 2010","Andalucía","Córdoba","Atestados policiales - por intervención directa policial","53.0"
"Año 2010","Andalucía","Córdoba","Parte de lesiones","74.0"
"Año 2010","Andalucía","Córdoba","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Andalucía","Granada","Presentada directamente por victima","290.0"
"Año 2010","Andalucía","Granada","Presentada directamente por familiares","14.0"
"Año 2010","Andalucía","Granada","Atestados policiales - con denuncia victima","2616.0"
"Año 2010","Andalucía","Granada","Atestados policiales - con denuncia familiar","11.0"
"Año 2010","Andalucía","Granada","Atestados policiales - por intervención directa policial","98.0"
"Año 2010","Andalucía","Granada","Parte de lesiones","626.0"
"Año 2010","Andalucía","Granada","Servicios asistencia-Terceros  en general","28.0"
"Año 2010","Andalucía","Huelva","Presentada directamente por victima","131.0"
"Año 2010","Andalucía","Huelva","Presentada directamente por familiares","1.0"
"Año 2010","Andalucía","Huelva","Atestados policiales - con denuncia victima","1209.0"
"Año 2010","Andalucía","Huelva","Atestados policiales - con denuncia familiar","11.0"
"Año 2010","Andalucía","Huelva","Atestados policiales - por intervención directa policial","99.0"
"Año 2010","Andalucía","Huelva","Parte de lesiones","261.0"
"Año 2010","Andalucía","Huelva","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Andalucía","Jaén","Presentada directamente por victima","96.0"
"Año 2010","Andalucía","Jaén","Presentada directamente por familiares","4.0"
"Año 2010","Andalucía","Jaén","Atestados policiales - con denuncia victima","1127.0"
"Año 2010","Andalucía","Jaén","Atestados policiales - con denuncia familiar","11.0"
"Año 2010","Andalucía","Jaén","Atestados policiales - por intervención directa policial","110.0"
"Año 2010","Andalucía","Jaén","Parte de lesiones","164.0"
"Año 2010","Andalucía","Jaén","Servicios asistencia-Terceros  en general","19.0"
"Año 2010","Andalucía","Málaga","Presentada directamente por victima","507.0"
"Año 2010","Andalucía","Málaga","Presentada directamente por familiares","8.0"
"Año 2010","Andalucía","Málaga","Atestados policiales - con denuncia victima","2909.0"
"Año 2010","Andalucía","Málaga","Atestados policiales - con denuncia familiar","85.0"
"Año 2010","Andalucía","Málaga","Atestados policiales - por intervención directa policial","776.0"
"Año 2010","Andalucía","Málaga","Parte de lesiones","1222.0"
"Año 2010","Andalucía","Málaga","Servicios asistencia-Terceros  en general","10.0"
"Año 2010","Andalucía","Sevilla","Presentada directamente por victima","856.0"
"Año 2010","Andalucía","Sevilla","Presentada directamente por familiares","5.0"
"Año 2010","Andalucía","Sevilla","Atestados policiales - con denuncia victima","4524.0"
"Año 2010","Andalucía","Sevilla","Atestados policiales - con denuncia familiar","26.0"
"Año 2010","Andalucía","Sevilla","Atestados policiales - por intervención directa policial","605.0"
"Año 2010","Andalucía","Sevilla","Parte de lesiones","995.0"
"Año 2010","Andalucía","Sevilla","Servicios asistencia-Terceros  en general","12.0"
"Año 2010","Aragón","Huesca","Presentada directamente por victima","41.0"
"Año 2010","Aragón","Huesca","Presentada directamente por familiares","0.0"
"Año 2010","Aragón","Huesca","Atestados policiales - con denuncia victima","228.0"
"Año 2010","Aragón","Huesca","Atestados policiales - con denuncia familiar","3.0"
"Año 2010","Aragón","Huesca","Atestados policiales - por intervención directa policial","36.0"
"Año 2010","Aragón","Huesca","Parte de lesiones","26.0"
"Año 2010","Aragón","Huesca","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Aragón","Teruel","Presentada directamente por victima","2.0"
"Año 2010","Aragón","Teruel","Presentada directamente por familiares","0.0"
"Año 2010","Aragón","Teruel","Atestados policiales - con denuncia victima","159.0"
"Año 2010","Aragón","Teruel","Atestados policiales - con denuncia familiar","5.0"
"Año 2010","Aragón","Teruel","Atestados policiales - por intervención directa policial","13.0"
"Año 2010","Aragón","Teruel","Parte de lesiones","4.0"
"Año 2010","Aragón","Teruel","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Aragón","Zaragoza","Presentada directamente por victima","80.0"
"Año 2010","Aragón","Zaragoza","Presentada directamente por familiares","2.0"
"Año 2010","Aragón","Zaragoza","Atestados policiales - con denuncia victima","1535.0"
"Año 2010","Aragón","Zaragoza","Atestados policiales - con denuncia familiar","18.0"
"Año 2010","Aragón","Zaragoza","Atestados policiales - por intervención directa policial","310.0"
"Año 2010","Aragón","Zaragoza","Parte de lesiones","97.0"
"Año 2010","Aragón","Zaragoza","Servicios asistencia-Terceros  en general","14.0"
"Año 2010","Principado de Asturias","Asturias","Presentada directamente por victima","400.0"
"Año 2010","Principado de Asturias","Asturias","Presentada directamente por familiares","6.0"
"Año 2010","Principado de Asturias","Asturias","Atestados policiales - con denuncia victima","1447.0"
"Año 2010","Principado de Asturias","Asturias","Atestados policiales - con denuncia familiar","25.0"
"Año 2010","Principado de Asturias","Asturias","Atestados policiales - por intervención directa policial","71.0"
"Año 2010","Principado de Asturias","Asturias","Parte de lesiones","154.0"
"Año 2010","Principado de Asturias","Asturias","Servicios asistencia-Terceros  en general","44.0"
"Año 2010","Islas Baleares","Islas Baleares","Presentada directamente por victima","463.0"
"Año 2010","Islas Baleares","Islas Baleares","Presentada directamente por familiares","34.0"
"Año 2010","Islas Baleares","Islas Baleares","Atestados policiales - con denuncia victima","2622.0"
"Año 2010","Islas Baleares","Islas Baleares","Atestados policiales - con denuncia familiar","17.0"
"Año 2010","Islas Baleares","Islas Baleares","Atestados policiales - por intervención directa policial","582.0"
"Año 2010","Islas Baleares","Islas Baleares","Parte de lesiones","489.0"
"Año 2010","Islas Baleares","Islas Baleares","Servicios asistencia-Terceros  en general","24.0"
"Año 2010","Canarias","Las Palmas","Presentada directamente por victima","301.0"
"Año 2010","Canarias","Las Palmas","Presentada directamente por familiares","19.0"
"Año 2010","Canarias","Las Palmas","Atestados policiales - con denuncia victima","3241.0"
"Año 2010","Canarias","Las Palmas","Atestados policiales - con denuncia familiar","95.0"
"Año 2010","Canarias","Las Palmas","Atestados policiales - por intervención directa policial","308.0"
"Año 2010","Canarias","Las Palmas","Parte de lesiones","748.0"
"Año 2010","Canarias","Las Palmas","Servicios asistencia-Terceros  en general","17.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Presentada directamente por victima","377.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Presentada directamente por familiares","19.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia victima","2612.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia familiar","28.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Atestados policiales - por intervención directa policial","224.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Parte de lesiones","240.0"
"Año 2010","Canarias","Santa Cruz de Tenerife","Servicios asistencia-Terceros  en general","97.0"
"Año 2010","Cantabria","Cantabria","Presentada directamente por victima","105.0"
"Año 2010","Cantabria","Cantabria","Presentada directamente por familiares","2.0"
"Año 2010","Cantabria","Cantabria","Atestados policiales - con denuncia victima","813.0"
"Año 2010","Cantabria","Cantabria","Atestados policiales - con denuncia familiar","22.0"
"Año 2010","Cantabria","Cantabria","Atestados policiales - por intervención directa policial","179.0"
"Año 2010","Cantabria","Cantabria","Parte de lesiones","107.0"
"Año 2010","Cantabria","Cantabria","Servicios asistencia-Terceros  en general","3.0"
"Año 2010","Castilla y León","Ávila","Presentada directamente por victima","42.0"
"Año 2010","Castilla y León","Ávila","Presentada directamente por familiares","4.0"
"Año 2010","Castilla y León","Ávila","Atestados policiales - con denuncia victima","208.0"
"Año 2010","Castilla y León","Ávila","Atestados policiales - con denuncia familiar","7.0"
"Año 2010","Castilla y León","Ávila","Atestados policiales - por intervención directa policial","70.0"
"Año 2010","Castilla y León","Ávila","Parte de lesiones","114.0"
"Año 2010","Castilla y León","Ávila","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Castilla y León","Burgos","Presentada directamente por victima","63.0"
"Año 2010","Castilla y León","Burgos","Presentada directamente por familiares","14.0"
"Año 2010","Castilla y León","Burgos","Atestados policiales - con denuncia victima","441.0"
"Año 2010","Castilla y León","Burgos","Atestados policiales - con denuncia familiar","4.0"
"Año 2010","Castilla y León","Burgos","Atestados policiales - por intervención directa policial","96.0"
"Año 2010","Castilla y León","Burgos","Parte de lesiones","30.0"
"Año 2010","Castilla y León","Burgos","Servicios asistencia-Terceros  en general","5.0"
"Año 2010","Castilla y León","León","Presentada directamente por victima","112.0"
"Año 2010","Castilla y León","León","Presentada directamente por familiares","2.0"
"Año 2010","Castilla y León","León","Atestados policiales - con denuncia victima","597.0"
"Año 2010","Castilla y León","León","Atestados policiales - con denuncia familiar","4.0"
"Año 2010","Castilla y León","León","Atestados policiales - por intervención directa policial","48.0"
"Año 2010","Castilla y León","León","Parte de lesiones","52.0"
"Año 2010","Castilla y León","León","Servicios asistencia-Terceros  en general","3.0"
"Año 2010","Castilla y León","Palencia","Presentada directamente por victima","3.0"
"Año 2010","Castilla y León","Palencia","Presentada directamente por familiares","0.0"
"Año 2010","Castilla y León","Palencia","Atestados policiales - con denuncia victima","241.0"
"Año 2010","Castilla y León","Palencia","Atestados policiales - con denuncia familiar","8.0"
"Año 2010","Castilla y León","Palencia","Atestados policiales - por intervención directa policial","31.0"
"Año 2010","Castilla y León","Palencia","Parte de lesiones","28.0"
"Año 2010","Castilla y León","Palencia","Servicios asistencia-Terceros  en general","4.0"
"Año 2010","Castilla y León","Salamanca","Presentada directamente por victima","34.0"
"Año 2010","Castilla y León","Salamanca","Presentada directamente por familiares","0.0"
"Año 2010","Castilla y León","Salamanca","Atestados policiales - con denuncia victima","409.0"
"Año 2010","Castilla y León","Salamanca","Atestados policiales - con denuncia familiar","2.0"
"Año 2010","Castilla y León","Salamanca","Atestados policiales - por intervención directa policial","2.0"
"Año 2010","Castilla y León","Salamanca","Parte de lesiones","57.0"
"Año 2010","Castilla y León","Salamanca","Servicios asistencia-Terceros  en general","0.0"
"Año 2010","Castilla y León","Segovia","Presentada directamente por victima","39.0"
